5.0676153528551005E7,3198874.1227447037
5.0676153520830326E7,3198874.1170826186
5.067615350942664E7,3198874.096948816
5.067615365032653E7,3198874.584790503
5.067615410873128E7,3198875.8825255553
5.067615470467644E7,3198877.3120964724
5.067615544036766E7,3198879.1130577982
5.067615624029887E7,3198880.9249778935
5.067615705131257E7,3198882.778095949
5.0676157753210306E7,3198884.5552558945
5.067615848086291E7,3198886.307303727
5.0676159255400605E7,3198887.9924234296
5.067615998484704E7,3198889.5626402437
5.067616071164057E7,3198891.050758608
5.0676161430891044E7,3198892.6496514333
5.067616202105294E7,3198894.266537716
5.0676162699765325E7,3198895.835981827
5.0676163452153124E7,3198897.437597466
5.067616413236033E7,3198899.037004583
5.067616482389053E7,3198900.597773004
5.067616557185152E7,3198902.233697077
5.06761663062378E7,3198903.86386993
5.0676167063836485E7,3198905.5077032223
5.0676167754115924E7,3198907.1505109277
5.067616846629834E7,3198908.764821173
5.067616928852896E7,3198910.3297990668
5.067617012732423E7,3198911.9604541166
5.067617082644704E7,3198913.6632770468
5.067617159073868E7,3198915.3160838615
5.067617234189073E7,3198916.9986306676
5.067617301939276E7,3198918.775420217
5.067617364412102E7,3198920.3651116733
5.067617437853047E7,3198922.121699422
5.067617490074427E7,3198923.5224260623
5.0676175541677445E7,3198925.0092374915
5.06761762551075E7,3198926.5415093047
5.0676177052053556E7,3198928.1005582223
5.0676177648394056E7,3198929.567839185
5.0676179328630924E7,3198932.6550950655
5.067618013245621E7,3198934.210922403
5.06761808930538E7,3198935.977889787
5.067618153914704E7,3198937.7663992923
5.067618232331554E7,3198939.4594301023
5.0676183913702875E7,3198942.871332477
5.067618457203924E7,3198944.688860006
5.0676185321924396E7,3198946.3902398557
5.06761860543537E7,3198948.2765389904
5.067618682235311E7,3198950.005917328
5.067618767396963E7,3198951.755421052
5.067618855618946E7,3198953.417788604
5.0676189372788146E7,3198955.095789721
5.067619014953346E7,3198956.8275194135
5.0676190857109874E7,3198958.551541822
5.0676191647952795E7,3198960.2546552415
5.067619247655798E7,3198961.97719535
5.06761931412438E7,3198963.634030771
5.067619393886894E7,3198965.276258611
5.067619477067898E7,3198966.8524738345
5.0676196108964965E7,3198970.157409792
5.067619683312531E7,3198971.881685423
5.067619756827078E7,3198973.589495116
5.067619833186563E7,3198975.223442537
5.067619904603666E7,3198976.8987748213
5.067619972607718E7,3198978.8286325745
5.0676200556419685E7,3198980.6931383233
5.067620135191797E7,3198982.410739212
5.067620200349132E7,3198984.159413696
5.067620256332131E7,3198985.90890793
5.067620306011938E7,3198987.696252928
5.067620362496231E7,3198989.4369524885
5.0676204196114995E7,3198991.147808122
5.0676204743776225E7,3198992.991373037
5.067620525248389E7,3198994.7655929597
5.0676205880834855E7,3198996.629238818
5.0676206282860525E7,3198998.4240109096
5.067620643123075E7,3199000.0862857685
5.067620656627168E7,3199001.598656862
5.067620682050408E7,3199003.166071288
5.067620705385528E7,3199004.8229878903
5.067620713949343E7,3199006.567473796
5.067620697455536E7,3199008.1695293053
5.0676206718325965E7,3199010.062941494
5.0676206532113984E7,3199011.8443135764
5.0676206106467426E7,3199013.648650218
5.0676205663994454E7,3199015.5325707872
5.067620514470036E7,3199017.398687246
5.0676204636539765E7,3199019.04652134
5.067620360759909E7,3199022.401877525
5.067620311626109E7,3199024.034443526
5.067620253166412E7,3199025.703290719
5.067620195034062E7,3199027.221378283
5.067620155369814E7,3199028.7234290866
5.067620129797685E7,3199030.327427865
5.067620075935333E7,3199031.7330590393
5.0676200303214915E7,3199032.9769398742
5.06761999465317E7,3199033.841985821
5.0676199529562525E7,3199034.4366519116
5.0676199283037014E7,3199034.6047735894
5.067619866977289E7,3199034.5688145454
5.067619804642737E7,3199034.3619322833
5.067619754782697E7,3199034.1658221944
5.067619710785706E7,3199034.0925838924
5.0676196758041844E7,3199034.122737681
5.067619655650934E7,3199034.0919442056
5.067619634137722E7,3199033.9289851515
5.067619625684402E7,3199033.7768874275
5.067619599704001E7,3199033.535625078
5.067619564255786E7,3199033.4237693986
5.06761956667796E7,3199033.4352274453
5.067619566099341E7,3199033.430703697
5.067619565424849E7,3199033.425056444
