20250930125620,124.504461,45.342159,5.3,0
20250930125630,124.504449,45.342141,1.0,0
20250930125640,124.504459,45.342098,2.2,0
20250930125650,124.504503,45.342061,0.8,0
20250930130711,124.504509,45.342037,0.0,0
20250930130721,124.504532,45.342030,0.0,0
20250930130731,124.504532,45.342030,0.0,0
20250930130741,124.504344,45.342010,12.5,0
20250930130751,124.504155,45.341996,0.0,0
20250930130801,124.504155,45.341996,0.0,0
20250930130811,124.504155,45.341996,0.0,0
20250930130821,124.504155,45.341996,0.0,0
20250930130831,124.504155,45.341996,0.0,0
20250930130841,124.504155,45.341996,0.0,0
20250930130851,124.504155,45.341996,0.0,0
20250930130901,124.504155,45.341996,0.0,0
20250930130911,124.504155,45.341996,0.0,0
20250930130921,124.504155,45.341996,0.0,0
20250930130931,124.504155,45.341996,0.0,0
20250930130941,124.504155,45.341996,0.0,0
20250930130951,124.504075,45.341975,11.1,0
20250930131001,124.503665,45.341870,12.1,0
20250930131011,124.503287,45.341748,9.5,0
20250930131021,124.502906,45.341643,10.5,0
20250930131031,124.502588,45.341997,16.7,0
20250930131041,124.502381,45.342301,7.5,0
20250930131051,124.502120,45.342415,6.7,0
20250930131101,124.501898,45.342589,16.3,0
20250930131111,124.501417,45.342698,19.8,0
20250930131121,124.501102,45.342806,16.5,0
20250930131131,124.500656,45.343304,22.0,0
20250930131141,124.500362,45.343601,17.8,0
20250930131151,124.499969,45.344033,14.8,0
20250930131201,124.499654,45.344349,22.7,0
20250930131211,124.499237,45.344797,23.1,0
20250930131221,124.498825,45.345273,15.0,0
20250930131231,124.498543,45.345623,17.4,0
20250930131241,124.498450,45.345856,4.7,0
20250930131251,124.498572,45.345871,0.0,0
20250930131301,124.498878,45.345793,6.4,0
20250930131311,124.498881,45.345772,0.0,0
20250930131321,124.498881,45.345772,0.0,0
20250930131331,124.498881,45.345772,0.0,0
20250930131341,124.498881,45.345772,0.0,0
20250930131351,124.498881,45.345772,0.0,0
20250930131401,124.498881,45.345772,0.0,0
20250930131411,124.498881,45.345772,0.0,0
20250930131421,124.498881,45.345772,0.0,0
20250930131431,124.498877,45.345744,7.0,0
20250930131441,124.498870,45.345607,0.0,0
20250930131555,124.498870,45.345607,0.0,0
20250930131605,124.498870,45.345607,0.0,0
20250930131615,124.498870,45.345607,0.0,0
20250930131625,124.498906,45.345591,2.4,0
20250930131635,124.499011,45.345594,2.7,0
20250930131645,124.499119,45.345601,2.8,0
20250930131655,124.499223,45.345611,1.5,0
20250930131705,124.499280,45.345615,1.9,0
20250930131715,124.499409,45.345625,3.2,0
20250930131725,124.499431,45.345627,4.0,0
20250930131735,124.499164,45.345610,7.9,0
20250930131745,124.498920,45.345585,4.1,0
20250930131755,124.498959,45.345592,11.2,0
20250930131805,124.498902,45.345575,0.0,0
20250930131815,124.498902,45.345575,0.0,0
20250930131825,124.498894,45.345580,1.2,0
20250930131835,124.498915,45.345540,1.8,0
20250930131845,124.498901,45.345579,3.6,0
20250930131855,124.498954,45.345525,2.8,0
20250930131905,124.498929,45.345579,0.1,0
20250930131915,124.498929,45.345579,0.0,0
20250930131925,124.498982,45.345565,2.9,0
20250930131935,124.499106,45.345573,3.5,0
20250930131945,124.499197,45.345580,1.4,0
20250930131955,124.499292,45.345589,2.8,0
20250930132005,124.499399,45.345598,2.8,0
20250930132015,124.499478,45.345602,0.9,0
20250930132025,124.499301,45.345607,8.3,0
20250930132035,124.499060,45.345574,6.6,0
20250930132045,124.498921,45.345579,3.5,0
20250930132055,124.498957,45.345552,0.0,0
20250930132105,124.498957,45.345552,0.0,0
20250930132115,124.498957,45.345552,0.0,0
20250930132125,124.498970,45.345546,2.4,0
20250930132135,124.499095,45.345542,3.8,0
20250930132146,124.499137,45.345545,0.0,0
20250930132156,124.499137,45.345545,0.0,0
20250930132206,124.499137,45.345545,0.0,0
20250930132216,124.499156,45.345547,0.1,0
20250930132226,124.499168,45.345548,1.4,0
20250930132236,124.499260,45.345556,2.9,0
20250930132246,124.499365,45.345564,3.0,0
20250930132256,124.499476,45.345573,3.1,0
20250930132306,124.499532,45.345577,0.0,0
20250930132316,124.499509,45.345576,0.0,0
20250930132326,124.499509,45.345576,0.0,0
20250930132336,124.499462,45.345570,2.5,0
20250930132346,124.499369,45.345568,2.9,0
20250930132356,124.499263,45.345577,2.8,0
20250930132406,124.499184,45.345590,1.7,0
20250930132416,124.499031,45.345603,6.3,0
20250930132426,124.498921,45.345586,6.7,0
20250930132436,124.498935,45.345563,0.0,0
20250930132446,124.498935,45.345563,0.0,0
20250930143758,124.498991,45.345520,0.0,0
20250930143808,124.499032,45.345512,2.5,0
20250930143818,124.499066,45.345512,2.1,0
20250930143828,124.499064,45.345513,4.0,0
20250930143838,124.499086,45.345513,0.0,0
20250930143848,124.499117,45.345514,0.7,0
20250930143858,124.499212,45.345522,3.9,0
20250930143908,124.499349,45.345533,3.7,0
20250930143918,124.499481,45.345544,3.6,0
20250930143928,124.499370,45.345543,7.5,0
20250930143938,124.499149,45.345523,5.7,0
20250930143948,124.499135,45.345521,0.0,0
20250930143958,124.499142,45.345521,3.0,0
20250930144008,124.499064,45.345513,0.0,0
20250930144018,124.499019,45.345519,2.2,0
20250930144028,124.498977,45.345533,4.5,0
20250930144038,124.498994,45.345493,0.7,0
20250930144048,124.498997,45.345486,0.0,0
20250930144058,124.498997,45.345486,0.0,0
20250930144108,124.499005,45.345460,3.6,0
20250930144118,124.499023,45.345398,3.4,0
20250930144128,124.499006,45.345460,2.8,0
20250930144138,124.498984,45.345479,2.4,0
20250930144148,124.498991,45.345490,4.0,0
20250930144158,124.498940,45.345451,1.5,0
20250930144208,124.499002,45.345527,3.4,0
20250930144218,124.499055,45.345429,4.4,0
20250930144228,124.499039,45.345476,3.4,0
20250930144238,124.499084,45.345486,3.2,0
20250930144248,124.499224,45.345493,5.3,0
20250930144258,124.499387,45.345508,4.2,0
20250930144308,124.499516,45.345516,8.0,0
20250930144318,124.499122,45.345495,8.1,0
20250930144328,124.499079,45.345493,4.9,0
20250930144338,124.499035,45.345489,2.9,0
20250930144349,124.499066,45.345467,1.7,0
20250930144359,124.499196,45.345464,4.5,0
20250930144409,124.499367,45.345478,5.1,0
20250930144419,124.499532,45.345490,1.4,0
20250930144429,124.499200,45.345476,7.4,0
20250930144439,124.499040,45.345488,2.5,0
20250930144449,124.499078,45.345444,0.0,0
20250930144459,124.499126,45.345434,3.4,0
20250930144509,124.499271,45.345441,4.6,0
20250930144519,124.499431,45.345453,4.7,0
20250930144529,124.499464,45.345455,11.7,0
20250930144539,124.499168,45.345438,6.0,0
20250930144549,124.499061,45.345435,3.7,0
20250930144559,124.499111,45.345410,3.2,0
20250930144609,124.499235,45.345411,4.8,0
20250930144619,124.499412,45.345424,5.6,0
20250930144629,124.499507,45.345430,7.8,0
20250930144639,124.499218,45.345422,5.3,0
20250930144649,124.499056,45.345428,2.9,0
20250930144659,124.499069,45.345411,1.8,0
