20250722090926,119.03476354,28.97328651
20250722090942,119.03474701,28.97326020
20250722090957,119.03476598,28.97328245
20250722091012,119.03477230,28.97329800
20250722091027,119.03477436,28.97330240
20250722091042,119.03477505,28.97330248
20250722091057,119.03477598,28.97330256
20250722091112,119.03479576,28.97330808
20250722091127,119.03479504,28.97330911
20250722091142,119.03478201,28.97330008
20250722091157,119.03476790,28.97331533
20250722091212,119.03476791,28.97331545
20250722091227,119.03476795,28.97331535
20250722091242,119.03476798,28.97331541
20250722091257,119.03476796,28.97331540
20250722091312,119.03476790,28.97331533
20250722091327,119.03476788,28.97331531
20250722091342,119.03476798,28.97331545
20250722091357,119.03476795,28.97331536
20250722091412,119.03476801,28.97331538
20250722091427,119.03476798,28.97331543
20250722091442,119.03476798,28.97331536
20250722091457,119.03476798,28.97331533
20250722091512,119.03476800,28.97331545
20250722091527,119.03476800,28.97331540
20250722091542,119.03476796,28.97331536
20250722091557,119.03476798,28.97331538
20250722091612,119.03476806,28.97331538
20250722091627,119.03476803,28.97331538
20250722091642,119.03476805,28.97331538
20250722091657,119.03476798,28.97331540
20250722091712,119.03476798,28.97331530
20250722091727,119.03476806,28.97331538
20250722091742,119.03476800,28.97331533
20250722091757,119.03476800,28.97331528
20250722091812,119.03476800,28.97331531
20250722091827,119.03476796,28.97331526
20250722091842,119.03476803,28.97331530
20250722091858,119.03476798,28.97331533
20250722091913,119.03476800,28.97331538
20250722091928,119.03476800,28.97331531
20250722091943,119.03476800,28.97331540
20250722091958,119.03476800,28.97331530
20250722092013,119.03476803,28.97331533
20250722092028,119.03476798,28.97331536
20250722092043,119.03476800,28.97331535
20250722092058,119.03476800,28.97331536
20250722092113,119.03476803,28.97331540
20250722092128,119.03476803,28.97331541
20250722092143,119.03476803,28.97331541
20250722092158,119.03476801,28.97331551
20250722092213,119.03476806,28.97331548
20250722092228,119.03476806,28.97331541
20250722092243,119.03476801,28.97331543
20250722092258,119.03476810,28.97331545
20250722092313,119.03476808,28.97331545
20250722092328,119.03476806,28.97331548
20250722092343,119.03476813,28.97331553
20250722092358,119.03476810,28.97331551
20250722092413,119.03476800,28.97331545
20250722092428,119.03476803,28.97331548
20250722092443,119.03476801,28.97331538
20250722092458,119.03476800,28.97331540
20250722092513,119.03476805,28.97331543
20250722092528,119.03476801,28.97331538
20250722092543,119.03476806,28.97331540
20250722092558,119.03476800,28.97331536
20250722092613,119.03476801,28.97331535
20250722092628,119.03476798,28.97331535
20250722092643,119.03476801,28.97331536
20250722092658,119.03476803,28.97331541
20250722092713,119.03476803,28.97331536
20250722092728,119.03476805,28.97331540
20250722092743,119.03476806,28.97331543
20250722092758,119.03476810,28.97331545
20250722092813,119.03476808,28.97331543
20250722092828,119.03476808,28.97331543
20250722092843,119.03476806,28.97331543
20250722092858,119.03476805,28.97331546
20250722092913,119.03476805,28.97331543
20250722092928,119.03476808,28.97331548
20250722092943,119.03476808,28.97331543
20250722092958,119.03476805,28.97331536
20250722093013,119.03476801,28.97331538
20250722093028,119.03476798,28.97331536
20250722093043,119.03476801,28.97331530
20250722093058,119.03476796,28.97331535
20250722093113,119.03476800,28.97331533
20250722093128,119.03476801,28.97331531
20250722093143,119.03476796,28.97331528
20250722093158,119.03476796,28.97331530
20250722093213,119.03476796,28.97331523
20250722093229,119.03476800,28.97331526
20250722093244,119.03476793,28.97331523
20250722093259,119.03476800,28.97331533
20250722093314,119.03476798,28.97331533
20250722093329,119.03476795,28.97331533
20250722093344,119.03476795,28.97331535
20250722093359,119.03476800,28.97331530
20250722093414,119.03476798,28.97331530
20250722093429,119.03476800,28.97331533
20250722093444,119.03476796,28.97331536
20250722093459,119.03476801,28.97331536
20250722093514,119.03476803,28.97331538
20250722093529,119.03476801,28.97331536
20250722093544,119.03476803,28.97331536
20250722093559,119.03476803,28.97331538
20250722093614,119.03476801,28.97331538
20250722093629,119.03476801,28.97331535
20250722093644,119.03476801,28.97331533
20250722093659,119.03476805,28.97331535
20250722093714,119.03476803,28.97331533
20250722093729,119.03476796,28.97331536
20250722093744,119.03476801,28.97331533
20250722093759,119.03476793,28.97331536
20250722093814,119.03476795,28.97331533
20250722093829,119.03476798,28.97331540
20250722093844,119.03476791,28.97331535
20250722093859,119.03476800,28.97331540
20250722093914,119.03476796,28.97331533
20250722093929,119.03476798,28.97331535
20250722093944,119.03476798,28.97331531
20250722093959,119.03476800,28.97331530
20250722094014,119.03476805,28.97331535
20250722094029,119.03476806,28.97331533
20250722094044,119.03476801,28.97331533
20250722094059,119.03476805,28.97331533
20250722094114,119.03476798,28.97331535
20250722094129,119.03476805,28.97331533
20250722094144,119.03476801,28.97331533
20250722094159,119.03476798,28.97331531
20250722094214,119.03476803,28.97331531
20250722094229,119.03476801,28.97331521
20250722094244,119.03476800,28.97331526
20250722094259,119.03476805,28.97331535
20250722094314,119.03476803,28.97331536
20250722094329,119.03476805,28.97331536
20250722094344,119.03476801,28.97331530
